Pos	Mean
0	30.455082246697195
1	30.905869149773817
2	34.20130064222583
3	34.70999926658115
4	35.25483828114297
5	38.18221694529664
6	38.04901341326215
7	38.33735758874022
8	38.5791477949693
9	38.40487253041958
10	38.49967992494219
11	38.618432614721236
12	38.45405615220794
13	38.57294044223773
14	38.40673942735209
15	38.147638460484636
16	38.2680001051695
17	38.417747075665304
18	38.22909389560267
19	38.30406743025256
20	38.09119911214805
21	38.15321894766849
22	38.375356019500636
23	38.39703117583648
24	38.412128256967826
25	38.37620470965608
26	38.332444374331445
27	38.39828463017008
28	38.3498373332337
29	38.29504208855548
30	38.133695061046744
31	37.72798421904039
32	37.59624904690144
33	37.340435180303416
34	37.207205079133125
35	37.14213325251888
36	37.08353986684988
37	37.10007846197915
38	37.08169165134098
39	37.52697902006938
40	37.78236169173437
41	37.97841271554557
42	37.98978319861951
43	38.16545915479704
44	38.19054844508284
45	38.17361933900972
46	38.21905754293614
47	38.18277102248275
48	38.171189785274336
49	38.13328199401364
50	38.21439521312737
51	38.23843308521635
52	38.23345068034977
53	38.03006532963026
54	38.06120920011679
55	38.14412690637009
56	38.160462911838906
57	38.08242022686167
58	38.05169814140592
59	37.988338917003276
60	37.96883758647078
61	38.008560520201534
62	38.0251912770206
63	37.94271514426902
64	37.97614686643335
65	37.90403408045189
66	37.965590893428704
67	37.86265929373148
68	37.81885412299019
69	37.86962843340349
70	37.86271284714582
71	37.79829653092882
72	37.744365198306774
73	37.741128607071545
74	37.73831698362815
75	37.616752116882054
76	36.709284805913846
77	37.10393596838273
78	37.52697320807093
79	37.60955783146035
80	37.7327630655801
81	37.73707764414794
82	37.76091887695584
83	37.67187753842492
84	37.575614930193744
85	37.57998347731868
86	37.51743115203496
87	37.52168428947627
88	37.49394874094124
89	37.42242061432824
90	37.38430483655138
91	37.292245271870065
92	37.26627366486633
93	37.22975258876098
94	37.04827432079187
95	37.06553152801591
96	37.070271904661084
97	36.99662848737205
98	36.74002225165123
99	36.82302879845235
100	34.827124043268945
