Pos	Mean
0	31.158233208111394
1	31.33610677157363
2	34.919927259828874
3	35.94577369592538
4	36.15077250367222
5	39.384393703206186
6	39.773092161593155
7	39.71402709172543
8	40.02180227945226
9	40.113065312561254
10	40.15571471121592
11	40.1677411936618
12	40.09991386925608
13	40.11835212793852
14	40.123944346810745
15	40.11614862347797
16	40.04055408798574
17	40.06548100414022
18	40.07086888524754
19	40.065512910701514
20	40.04177383509229
21	40.10183386355363
22	40.031106096953515
23	40.07808765988285
24	40.03620927988758
25	40.02014449599089
26	39.9694622810985
27	39.98856081891245
28	39.93122057022796
29	39.978875395543774
30	39.88877338789129
31	39.94564072363402
32	39.93130882241877
33	39.97103283066356
34	39.98476088323471
35	39.975766287832826
36	39.96611794735587
37	39.93964178096316
38	39.949541555326064
39	39.935740949271114
40	39.91734172521153
41	39.898537050221435
42	39.839481484435794
43	39.86597640441906
44	39.80322731473192
45	39.84935800774073
46	39.86342116406337
47	39.85847106473722
48	39.850986769808586
49	39.849763034381866
50	39.85189322163774
51	39.8430225187345
52	39.764608071172
53	39.799155664135924
54	39.79725646001794
55	39.8012087155827
56	39.746622444399
57	39.76439100472574
58	39.75957065309167
59	39.74802998198467
60	39.7343451220723
61	39.73102514254002
62	39.68153899940685
63	39.695516788706435
64	39.68604028542795
65	39.67176812415725
66	39.664784405837885
67	39.65769325744776
68	39.64293503026456
69	39.54911404134785
70	39.56930631232281
71	39.57008072529724
72	39.55854565481004
73	39.53957033063174
74	39.513756055670164
75	39.40762855331748
76	38.72258806338205
77	39.09043541424645
78	39.19289009801933
79	39.23981675790303
80	39.32781047163159
81	39.33606154232584
82	39.313442505819125
83	39.299628237646175
84	39.28086582187823
85	39.27395236588001
86	39.2364815039531
87	39.09198822851547
88	39.1343072754597
89	39.13990042776855
90	39.125639128305956
91	39.08812846803531
92	39.04994429080455
93	38.99342673922581
94	38.97389423823509
95	38.975734211555775
96	38.96061915700489
97	38.73808438436884
98	38.79249007799287
99	38.870475059846015
100	37.71879508605013
